"Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,",ham
"Also where's the piece,,,",ham
"In sch but neva mind u eat 1st lor..,,,",ham
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,",ham
"He is a womdarfull actor,,,",ham
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,",ham
"\"aight we can pick some up, you open before tonight?\",,,",ham
"Yup song bro. No creative. Neva test quality. He said check review online.,,,",spam
"thanks for the temales it was wonderful. Thank. Have a great week.,,,",ham
"Do u hav any frnd by name ashwini in ur college?,,,",spam
"Dunno y u ask me.,,,",ham
"Hi Princess! Thank you for the pics. You are very pretty. How are you?,,,",ham
"Hey do you want anything to buy:),,,",ham
"Friends that u can stay on fb chat with,,,",ham
"Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,,,",ham
"gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,",ham
"\"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?\",,,",ham
"Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,",ham
"\"That's cool he'll be here all night, lemme know when you're around\",,,",spam
"Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,,,",ham
"Ok.ok ok..then..whats ur todays plan,,,",ham
"\"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE\",,,",ham
"\"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.\",,,",ham
"Haf u eaten? Wat time u wan me 2 come?,,,",ham
"\"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text\",,,",ham
"Mm i had my food da from out,,,",ham
"Are you staying in town ?,,,",spam
"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,,,",spam
"Sorry me going home first... Daddy come fetch Ì_ later...,,,",ham
"Shall i ask one thing if you dont mistake me.,,,",ham
"\"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...\",,,",ham
"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,",ham
"\", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, \",,,",ham
"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,,,",ham
"Takin a shower now but yeah I'll leave when I'm done,,,",spam
"Even if he my friend he is a priest call him now,,,",spam
"URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,,,",ham
"Hey you around? I've got enough for a half + the ten I owe you,,,",ham
"Then she dun believe wat?,,,",ham
"\"Ever green quote ever told by Jerry in cartoon \\A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt\"\"\",,,",ham
"Ok lor...,,,",ham
"Ok lor... Or u wan me go look 4 u?,,,",ham
"But i juz remembered i gotta bathe my dog today..,,,",ham
"\"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?\",,,",ham
"Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,,,",spam
"Hey i will be late ah... Meet you at 945+,,,",ham
"I.ll get there tomorrow and send it to you,,,",ham
"\"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !\",,,",ham
"Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,",ham
"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_,,,",ham
"\"Well, I was about to give up cos they all said no they didn‰Û÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?\",,,",spam
"Good morning princess! Happy New Year!,,,",ham
"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,",ham
"\"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins\",,,",ham
"Easy ah?sen got selected means its good..,,,",ham
"Hey. You got any mail?,,,",ham
"Super msg da:)nalla timing.,,,",ham
"Senthil group company Apnt 5pm.,,,",ham
"\\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,\" its a miracle to Love a person who can't Love anyone except U...\\\"\" Gud nyt...\"\"\",,",ham
"Why tired what special there you had,,,",ham
"\"Sorry, I'll call later\",,,",ham
"Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,,",ham
"You will be in the place of that man,,,",spam
"I come n pick Ì_ up... Come out immediately aft ur lesson...,,,",ham
"CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,",ham
"\"You can stop further club tones by replying \\STOP MIX\\\"\" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL\",\" PO Box 1146 MK45 2WT (2/3)\"\"\",,",ham
"Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,",spam
"\"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?\",,,",ham
"They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,,,",ham
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,",ham
"RCT' THNQ Adrian for U text. Rgds Vatian,,,",ham
"\"My painful personal thought- \\I always try to keep everybody happy all the time. But nobody recognises me when i am alone\\\"\"\"\"\",,,",ham
"Ok no prob... I'll come after lunch then...,,,",ham
"And stop being an old man. You get to build snowman snow angels and snowball fights.,,,",ham
"Cab is available.they pick up and drop at door steps.,,,",ham
"\"sir, you will receive the account no another 1hr time. Sorry for the delay.\",,,",ham
"Ok pa. Nothing problem:-),,,",ham
"PS U no ur a grown up now right?,,,",ham
"\"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.\",,,",ham
"How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,",ham
"Are you not around or just still asleep? :V,,,",ham
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,,,",ham
"Except theres a chick with huge boobs.,,,",spam
"Cuz ibored. And don wanna study,,,",ham
"You unbelievable faglord,,,",ham
"ELLO BABE U OK?,,,",ham
"\"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX\",,,",ham
"K.:)you are the only girl waiting in reception ah?,,,",ham
"If u sending her home first it's ok lor. I'm not ready yet.,,,",ham
"I anything lor...,,,",ham
"\"Looks like you found something to do other than smoke, great job!\",,,",ham
"\"Sorry da thangam, very very sorry i am held up with prasad.\",,,",ham
"How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,",ham
"Hope you are having a good week. Just checking in,,,",ham
"Nope watching tv at home... Not going out. V bored...,,,",spam
"\"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?\",,,",ham
